UserID,Name,Gender,Age,MovieID,Rating,friendsUser
34,Stephen,Male,51,39225,2.65,48
34,Stephen,Male,51,315196,2.03,80
34,Stephen,Male,51,47518,2.2,52
34,Stephen,Male,51,261825,2.77,73
34,Stephen,Male,51,288201,3.79,57
34,Stephen,Male,51,27698,3.51,71
34,Stephen,Male,51,85050,2.69,28
34,Stephen,Male,51,99189,2.52,38
34,Stephen,Male,51,340402,4.39,86
34,Stephen,Male,51,27873,2.07,2
34,Stephen,Male,51,57351,3.3,87
34,Stephen,Male,51,65759,4.28,93
34,Stephen,Male,51,80264,4.11,17
34,Stephen,Male,51,38500,2.48,25
34,Stephen,Male,51,259460,1.66,68
34,Stephen,Male,51,462108,2.12,2
34,Stephen,Male,51,72903,2.74,70
34,Stephen,Male,51,268105,1.85,91
34,Stephen,Male,51,56764,4.6,4
34,Stephen,Male,51,48397,4.7,36
34,Stephen,Male,51,73642,2.48,30
34,Stephen,Male,51,3865,1.05,7
34,Stephen,Male,51,125749,1.37,4
34,Stephen,Male,51,6933,4.65,43
34,Stephen,Male,51,84176,1.91,8
34,Stephen,Male,51,267955,4.87,26
34,Stephen,Male,51,86772,1.33,50
35,Larry,Male,22,31051,2.85,19
35,Larry,Male,22,9807,3.29,68
35,Larry,Male,22,13099,1.77,40
36,Justin,Male,28,136850,1.43,57
36,Justin,Male,28,13167,3.17,30
36,Justin,Male,28,10133,2.54,52
36,Justin,Male,28,369057,4.94,56
36,Justin,Male,28,99377,1.3,8
36,Justin,Male,28,17285,3.38,75
36,Justin,Male,28,320853,1.21,53
36,Justin,Male,28,39544,2.61,100
36,Justin,Male,28,211065,2.62,7
36,Justin,Male,28,175027,1.79,42
36,Justin,Male,28,72841,1.14,81
36,Justin,Male,28,17903,4.78,71
36,Justin,Male,28,124613,2.36,91
36,Justin,Male,28,300686,1.04,88
36,Justin,Male,28,32726,2.17,77
36,Justin,Male,28,29140,3.1,42
36,Justin,Male,28,35849,4.45,13
36,Justin,Male,28,11823,3.02,50
36,Justin,Male,28,39213,1.34,25
36,Justin,Male,28,223346,1.73,53
36,Justin,Male,28,50620,3.19,46
36,Justin,Male,28,40127,4.22,57
36,Justin,Male,28,75193,2.39,25
36,Justin,Male,28,48645,3.17,51
36,Justin,Male,28,375355,3.5,73
36,Justin,Male,28,50489,4.8,73
36,Justin,Male,28,15105,1.12,82
36,Justin,Male,28,35935,2.77,95
36,Justin,Male,28,88271,4.13,83
36,Justin,Male,28,184522,3.92,16
36,Justin,Male,28,41115,1.69,26
36,Justin,Male,28,53196,2.93,93
36,Justin,Male,28,144580,1.38,29
36,Justin,Male,28,315620,1.17,34
36,Justin,Male,28,202456,1.63,28
36,Justin,Male,28,62999,2.61,93
36,Justin,Male,28,22264,2.33,81
36,Justin,Male,28,15716,3.73,88
36,Justin,Male,28,140456,3.37,84
36,Justin,Male,28,200574,4.63,29
36,Justin,Male,28,18966,1.29,30
36,Justin,Male,28,124475,1.36,78
36,Justin,Male,28,10014,1.78,88
36,Justin,Male,28,52406,2.09,13
36,Justin,Male,28,5618,4.23,48
36,Justin,Male,28,379500,2.7,59
36,Justin,Male,28,40470,2.99,67
36,Justin,Male,28,10592,3.38,51
36,Justin,Male,28,10160,1.99,88
37,Scott,Male,34,329024,3.37,89
37,Scott,Male,34,364051,3.02,42
37,Scott,Male,34,39824,2.08,86
37,Scott,Male,34,242631,2.9,65
37,Scott,Male,34,359305,3.16,41
37,Scott,Male,34,8128,2.99,89
37,Scott,Male,34,9849,1.35,54
38,Brandon,Male,51,79054,4.84,10
38,Brandon,Male,51,342927,2.55,16
38,Brandon,Male,51,55047,4.28,56
38,Brandon,Male,51,49152,1.11,56
38,Brandon,Male,51,61485,1.72,72
38,Brandon,Male,51,49803,3.34,39
38,Brandon,Male,51,128795,2.3,28
38,Brandon,Male,51,52058,4.33,8
38,Brandon,Male,51,244063,2.87,91
38,Brandon,Male,51,31775,1.66,10
38,Brandon,Male,51,24487,3.99,6
38,Brandon,Male,51,27263,1.03,7
38,Brandon,Male,51,52629,2.79,85
38,Brandon,Male,51,3010,1.8,44
38,Brandon,Male,51,54838,4.14,1
38,Brandon,Male,51,221981,2.47,39
38,Brandon,Male,51,390059,2.83,9
38,Brandon,Male,51,376290,2.95,43
38,Brandon,Male,51,188222,2.36,59
38,Brandon,Male,51,155208,2.14,90
39,Benjamin,Male,19,109431,3.53,13
39,Benjamin,Male,19,294538,4.86,23
39,Benjamin,Male,19,43441,2.76,34
39,Benjamin,Male,19,31355,1.07,34
39,Benjamin,Male,19,331501,2.9,81
39,Benjamin,Male,19,177622,2.83,34
39,Benjamin,Male,19,38765,1.29,59
39,Benjamin,Male,19,7091,5.0,67
39,Benjamin,Male,19,36253,4.95,94
39,Benjamin,Male,19,158800,2.5,91
39,Benjamin,Male,19,6723,2.19,34
39,Benjamin,Male,19,79860,2.56,36
39,Benjamin,Male,19,54971,1.29,55
39,Benjamin,Male,19,47699,1.62,47
39,Benjamin,Male,19,168408,1.43,1
39,Benjamin,Male,19,320420,1.34,67
39,Benjamin,Male,19,75450,1.9,94
39,Benjamin,Male,19,401294,3.4,91
39,Benjamin,Male,19,16085,4.59,62
39,Benjamin,Male,19,254023,1.26,2
39,Benjamin,Male,19,25088,3.91,25
39,Benjamin,Male,19,3065,4.9,77
39,Benjamin,Male,19,53622,1.99,36
39,Benjamin,Male,19,208756,4.68,91
39,Benjamin,Male,19,77642,2.8,25
39,Benjamin,Male,19,62652,1.79,28
39,Benjamin,Male,19,141262,1.39,41
39,Benjamin,Male,19,57210,4.72,52
39,Benjamin,Male,19,8069,2.33,10
39,Benjamin,Male,19,15045,1.01,34
39,Benjamin,Male,19,385305,2.31,75
39,Benjamin,Male,19,5259,3.87,96
39,Benjamin,Male,19,43101,3.25,44
39,Benjamin,Male,19,49914,2.92,19
39,Benjamin,Male,19,55720,2.17,91
39,Benjamin,Male,19,249724,3.92,57
39,Benjamin,Male,19,43045,1.2,16
39,Benjamin,Male,19,14091,2.71,2
39,Benjamin,Male,19,86647,1.92,21
39,Benjamin,Male,19,13446,3.34,92
39,Benjamin,Male,19,158483,2.75,45
40,Samuel,Male,24,35148,2.62,47
40,Samuel,Male,24,109,2.88,44
40,Samuel,Male,24,273279,2.05,7
40,Samuel,Male,24,81440,2.18,25
40,Samuel,Male,24,22130,4.34,37
40,Samuel,Male,24,242454,4.64,67
40,Samuel,Male,24,89651,2.25,89
41,Gregory,Male,31,144454,1.83,55
41,Gregory,Male,31,53657,3.79,7
41,Gregory,Male,31,187017,2.87,59
41,Gregory,Male,31,157862,3.46,30
41,Gregory,Male,31,86457,1.62,83
41,Gregory,Male,31,10015,3.5,34
41,Gregory,Male,31,302818,1.26,7
41,Gregory,Male,31,160008,1.02,60
41,Gregory,Male,31,67276,4.09,79
41,Gregory,Male,31,328901,1.4,25
41,Gregory,Male,31,362343,2.99,27
41,Gregory,Male,31,74681,3.39,90
41,Gregory,Male,31,53459,4.62,70
41,Gregory,Male,31,67687,4.4,96
41,Gregory,Male,31,284514,1.7,10
41,Gregory,Male,31,38448,4.58,68
41,Gregory,Male,31,124026,1.47,42
41,Gregory,Male,31,40850,4.73,7
41,Gregory,Male,31,17350,3.66,57
41,Gregory,Male,31,216859,1.66,49
41,Gregory,Male,31,22259,3.22,43
41,Gregory,Male,31,68745,2.43,47
41,Gregory,Male,31,199056,4.4,43
41,Gregory,Male,31,124501,2.12,36
41,Gregory,Male,31,21348,1.5,70
41,Gregory,Male,31,9571,1.5,77
41,Gregory,Male,31,775,3.58,100
41,Gregory,Male,31,17538,2.03,39
41,Gregory,Male,31,46978,4.34,92
41,Gregory,Male,31,25774,4.32,14
41,Gregory,Male,31,347666,2.99,67
41,Gregory,Male,31,333346,2.39,29
41,Gregory,Male,31,124527,1.47,87
41,Gregory,Male,31,69471,1.39,39
41,Gregory,Male,31,198277,3.58,27
41,Gregory,Male,31,30252,2.03,80
41,Gregory,Male,31,15390,2.98,25
41,Gregory,Male,31,21074,4.79,39
41,Gregory,Male,31,8198,1.61,42
41,Gregory,Male,31,63310,3.45,39
41,Gregory,Male,31,38757,2.28,13
41,Gregory,Male,31,39308,3.51,3
41,Gregory,Male,31,49511,2.46,96
41,Gregory,Male,31,104043,4.96,42
42,Frank,Male,62,288186,2.07,69
42,Frank,Male,62,11135,4.55,84
42,Frank,Male,62,2135,2.36,67
42,Frank,Male,62,381069,2.74,97
42,Frank,Male,62,19140,2.07,2
42,Frank,Male,62,313,4.44,84
42,Frank,Male,62,40655,2.7,87
42,Frank,Male,62,17734,3.38,30
42,Frank,Male,62,63297,4.79,71
42,Frank,Male,62,54970,4.78,46
42,Frank,Male,62,20679,2.25,67
42,Frank,Male,62,143431,4.93,36
42,Frank,Male,62,23544,2.33,52
42,Frank,Male,62,227266,2.29,94
42,Frank,Male,62,401461,4.2,5
42,Frank,Male,62,29048,2.99,91
42,Frank,Male,62,145147,4.1,21
42,Frank,Male,62,47854,1.04,92
42,Frank,Male,62,195276,1.95,36
42,Frank,Male,62,78353,1.15,76
42,Frank,Male,62,336775,3.98,34
42,Frank,Male,62,59807,1.38,83
42,Frank,Male,62,65967,1.91,2
42,Frank,Male,62,82066,3.57,52
42,Frank,Male,62,447091,1.24,56
42,Frank,Male,62,14016,1.61,89
42,Frank,Male,62,29114,1.33,5
42,Frank,Male,62,129139,2.63,43
42,Frank,Male,62,337758,3.74,81
42,Frank,Male,62,151923,4.96,100
42,Frank,Male,62,46068,4.68,25
42,Frank,Male,62,56702,4.2,97
42,Frank,Male,62,118760,3.55,88
42,Frank,Male,62,100568,3.72,4
42,Frank,Male,62,250572,3.22,6
42,Frank,Male,62,109028,2.81,77
42,Frank,Male,62,383526,4.27,98
42,Frank,Male,62,76424,1.09,59
42,Frank,Male,62,21836,1.98,10
42,Frank,Male,62,68078,3.84,49
42,Frank,Male,62,29882,1.32,38
42,Frank,Male,62,59017,1.86,57
42,Frank,Male,62,103203,3.9,67
42,Frank,Male,62,100794,2.47,52
42,Frank,Male,62,72240,3.0,31
42,Frank,Male,62,374416,2.0,75
42,Frank,Male,62,87093,4.81,88
42,Frank,Male,62,131172,4.61,56
42,Frank,Male,62,128857,3.7,67
42,Frank,Male,62,107811,2.86,98
43,Alexander,Male,45,64983,2.78,19
43,Alexander,Male,45,11955,4.42,50
43,Alexander,Male,45,39428,4.19,91
43,Alexander,Male,45,15276,3.28,9
43,Alexander,Male,45,161529,2.67,99
43,Alexander,Male,45,124227,4.81,96
43,Alexander,Male,45,2291,1.97,59
43,Alexander,Male,45,29457,4.29,87
43,Alexander,Male,45,13062,2.39,57
43,Alexander,Male,45,54318,2.62,86
43,Alexander,Male,45,4174,4.48,88
43,Alexander,Male,45,25272,2.71,9
43,Alexander,Male,45,177950,3.94,68
43,Alexander,Male,45,266639,1.62,33
43,Alexander,Male,45,26680,3.25,71
43,Alexander,Male,45,134411,1.09,9
43,Alexander,Male,45,106344,3.14,9
43,Alexander,Male,45,134215,3.16,65
43,Alexander,Male,45,23148,1.88,100
43,Alexander,Male,45,100898,3.3,73
43,Alexander,Male,45,14016,1.61,44
43,Alexander,Male,45,139826,1.55,79
43,Alexander,Male,45,18944,4.14,42
43,Alexander,Male,45,18596,4.22,68
43,Alexander,Male,45,49964,3.91,50
43,Alexander,Male,45,169068,1.22,72
43,Alexander,Male,45,77461,1.5,44
43,Alexander,Male,45,10837,1.68,96
43,Alexander,Male,45,36108,3.65,39
43,Alexander,Male,45,25723,1.35,98
43,Alexander,Male,45,73682,3.28,25
43,Alexander,Male,45,77986,2.02,29
43,Alexander,Male,45,73652,3.48,41
43,Alexander,Male,45,374452,4.81,37
44,Raymond,Male,23,172542,1.99,100
44,Raymond,Male,23,415396,2.24,57
44,Raymond,Male,23,40082,1.98,80
44,Raymond,Male,23,24768,3.49,10
44,Raymond,Male,23,38313,4.21,10
44,Raymond,Male,23,95015,2.53,65
44,Raymond,Male,23,65210,3.81,87
44,Raymond,Male,23,8908,1.71,72
44,Raymond,Male,23,50158,2.34,26
44,Raymond,Male,23,260886,3.41,56
44,Raymond,Male,23,3515,3.58,50
44,Raymond,Male,23,19342,2.47,72
44,Raymond,Male,23,131334,4.47,7
44,Raymond,Male,23,50185,3.79,52
44,Raymond,Male,23,68029,2.87,95
44,Raymond,Male,23,58365,1.74,100
44,Raymond,Male,23,280477,1.03,67
44,Raymond,Male,23,34086,3.86,18
44,Raymond,Male,23,42731,1.4,73
44,Raymond,Male,23,89008,3.24,100
44,Raymond,Male,23,530,4.18,64
44,Raymond,Male,23,18468,2.61,39
44,Raymond,Male,23,9794,2.63,47
44,Raymond,Male,23,410117,1.49,72
44,Raymond,Male,23,271724,1.11,86
44,Raymond,Male,23,9604,3.57,26
44,Raymond,Male,23,178146,4.84,11
44,Raymond,Male,23,6116,2.42,92
44,Raymond,Male,23,1848,3.69,55
44,Raymond,Male,23,38830,2.48,63
44,Raymond,Male,23,27768,4.08,75
44,Raymond,Male,23,143983,1.91,79
44,Raymond,Male,23,45136,4.48,27
44,Raymond,Male,23,64320,3.66,79
44,Raymond,Male,23,158011,2.9,96
45,Patrick,Male,20,64683,3.67,81
45,Patrick,Male,20,390293,2.9,77
45,Patrick,Male,20,116569,2.07,89
45,Patrick,Male,20,16562,2.02,38
46,Jack,Male,20,41366,1.97,83
46,Jack,Male,20,9907,3.89,96
46,Jack,Male,20,412103,3.33,2
46,Jack,Male,20,31414,4.13,23
46,Jack,Male,20,202570,1.54,89
46,Jack,Male,20,287594,2.08,87
46,Jack,Male,20,120212,1.46,42
46,Jack,Male,20,41461,1.61,29
46,Jack,Male,20,23535,1.45,50
46,Jack,Male,20,35233,2.78,88
46,Jack,Male,20,140208,3.43,53
46,Jack,Male,20,260584,4.48,61
46,Jack,Male,20,19728,1.98,52
46,Jack,Male,20,7514,2.31,40
46,Jack,Male,20,64441,4.97,7
46,Jack,Male,20,29586,4.86,80
46,Jack,Male,20,113594,3.89,42
46,Jack,Male,20,280422,1.11,81
46,Jack,Male,20,1914,2.81,4
46,Jack,Male,20,119552,4.04,68
46,Jack,Male,20,78547,4.4,99
46,Jack,Male,20,30970,1.14,10
46,Jack,Male,20,81765,1.94,96
46,Jack,Male,20,56764,1.92,97
46,Jack,Male,20,190913,4.45,86
46,Jack,Male,20,44245,4.31,30
46,Jack,Male,20,27010,1.52,27
46,Jack,Male,20,141613,2.78,60
46,Jack,Male,20,129609,2.21,87
46,Jack,Male,20,207937,2.86,34
46,Jack,Male,20,13056,4.27,87
46,Jack,Male,20,32688,1.21,13
46,Jack,Male,20,15677,4.81,80
46,Jack,Male,20,32634,3.61,41
46,Jack,Male,20,223816,1.33,100
46,Jack,Male,20,37128,1.34,88
46,Jack,Male,20,412120,3.23,17
46,Jack,Male,20,259550,2.83,60
46,Jack,Male,20,31701,1.22,95
46,Jack,Male,20,14207,2.09,36
46,Jack,Male,20,1908,4.07,42
46,Jack,Male,20,52805,4.79,36
46,Jack,Male,20,79550,2.57,83
46,Jack,Male,20,258805,2.67,50
46,Jack,Male,20,22874,1.42,7
46,Jack,Male,20,36266,3.08,19
46,Jack,Male,20,48580,3.08,5
47,Dennis,Male,22,94468,1.3,25
47,Dennis,Male,22,70635,3.31,93
47,Dennis,Male,22,79698,2.63,92
47,Dennis,Male,22,26267,1.87,46
47,Dennis,Male,22,42430,2.05,63
47,Dennis,Male,22,105866,1.76,44
47,Dennis,Male,22,49954,4.22,61
47,Dennis,Male,22,629,4.57,76
47,Dennis,Male,22,28249,3.59,53
47,Dennis,Male,22,71805,2.83,10
47,Dennis,Male,22,76764,3.85,43
47,Dennis,Male,22,11704,1.34,43
47,Dennis,Male,22,104108,1.1,65
47,Dennis,Male,22,320586,4.02,98
47,Dennis,Male,22,382212,2.9,45
47,Dennis,Male,22,54505,1.38,10
47,Dennis,Male,22,93114,4.19,88
47,Dennis,Male,22,5817,1.53,96
47,Dennis,Male,22,253239,1.26,70
47,Dennis,Male,22,49689,3.25,10
48,Jerry,Male,28,68629,2.12,29
48,Jerry,Male,28,32390,3.69,67
48,Jerry,Male,28,10377,4.99,63
48,Jerry,Male,28,22075,1.15,14
48,Jerry,Male,28,146599,4.81,60
49,Tyler,Male,51,2371,2.8,64
49,Tyler,Male,51,67669,4.2,65
49,Tyler,Male,51,7015,2.98,83
49,Tyler,Male,51,81312,2.47,77
49,Tyler,Male,51,64577,3.14,79
49,Tyler,Male,51,119616,3.46,53
49,Tyler,Male,51,18402,4.0,57
49,Tyler,Male,51,415766,3.63,7
49,Tyler,Male,51,14000,1.79,78
49,Tyler,Male,51,10229,2.91,26
49,Tyler,Male,51,14167,4.07,16
49,Tyler,Male,51,259611,3.98,59
49,Tyler,Male,51,49953,2.23,30
49,Tyler,Male,51,11228,1.35,83
49,Tyler,Male,51,53048,2.32,42
49,Tyler,Male,51,98203,4.5,91
49,Tyler,Male,51,110748,3.66,86
49,Tyler,Male,51,290825,1.59,42
49,Tyler,Male,51,133491,4.01,87
49,Tyler,Male,51,132232,4.36,39
49,Tyler,Male,51,50839,4.43,75
49,Tyler,Male,51,37168,1.48,59
49,Tyler,Male,51,10228,3.91,20
49,Tyler,Male,51,210250,2.42,68
49,Tyler,Male,51,77775,1.35,62
49,Tyler,Male,51,65642,2.84,60
49,Tyler,Male,51,33730,4.47,14
49,Tyler,Male,51,43388,2.44,76
49,Tyler,Male,51,322,1.5,47
49,Tyler,Male,51,146596,2.81,71
49,Tyler,Male,51,40916,3.83,91
49,Tyler,Male,51,326649,1.46,68
49,Tyler,Male,51,379019,3.86,97
49,Tyler,Male,51,15436,2.04,25
49,Tyler,Male,51,120972,3.27,52
49,Tyler,Male,51,31246,2.35,46
49,Tyler,Male,51,54507,2.01,18
50,Aaron,Male,42,292280,2.82,79
50,Aaron,Male,42,90374,3.51,89
50,Aaron,Male,42,10092,3.34,64
50,Aaron,Male,42,15638,3.48,4
50,Aaron,Male,42,88947,2.78,80
50,Aaron,Male,42,191595,4.49,57
50,Aaron,Male,42,33215,3.33,36
50,Aaron,Male,42,356864,2.27,68
50,Aaron,Male,42,109475,3.14,83
50,Aaron,Male,42,109048,4.89,30
50,Aaron,Male,42,90800,2.16,9
50,Aaron,Male,42,25195,1.87,73
50,Aaron,Male,42,47459,2.57,83
50,Aaron,Male,42,45827,2.94,7
50,Aaron,Male,42,261884,3.71,71
50,Aaron,Male,42,49273,2.85,25
50,Aaron,Male,42,21407,1.29,100
50,Aaron,Male,42,133463,3.65,88
50,Aaron,Male,42,85589,3.59,11
50,Aaron,Male,42,148511,1.15,84
50,Aaron,Male,42,410576,4.31,68
50,Aaron,Male,42,254166,4.51,16
50,Aaron,Male,42,56822,4.79,12
50,Aaron,Male,42,104185,2.37,44
50,Aaron,Male,42,306943,4.86,94
50,Aaron,Male,42,44303,1.86,71
50,Aaron,Male,42,26480,3.96,16
50,Aaron,Male,42,6007,4.59,53
50,Aaron,Male,42,151138,1.87,72
50,Aaron,Male,42,2900,2.05,24
50,Aaron,Male,42,11607,1.74,91
50,Aaron,Male,42,859,2.67,79
50,Aaron,Male,42,2923,1.96,39
50,Aaron,Male,42,335509,4.17,52
50,Aaron,Male,42,189696,1.35,44
51,Mary,Female,46,32087,3.55,65
51,Mary,Female,46,181083,2.81,45
51,Mary,Female,46,135200,3.31,77
51,Mary,Female,46,22954,4.8,61
51,Mary,Female,46,97020,2.89,4
51,Mary,Female,46,77586,2.53,34
51,Mary,Female,46,82650,3.97,79
51,Mary,Female,46,86284,3.25,92
51,Mary,Female,46,9277,1.37,4
51,Mary,Female,46,47075,1.04,59
51,Mary,Female,46,56379,3.85,60
51,Mary,Female,46,26180,3.32,86
51,Mary,Female,46,46681,1.63,18
51,Mary,Female,46,11688,2.68,87
52,Patricia,Female,34,286532,3.25,83
52,Patricia,Female,34,325205,1.95,49
52,Patricia,Female,34,71984,1.62,10
52,Patricia,Female,34,501,4.83,34
52,Patricia,Female,34,84323,2.57,96
52,Patricia,Female,34,103934,2.0,94
52,Patricia,Female,34,31935,3.57,7
52,Patricia,Female,34,61461,1.21,97
52,Patricia,Female,34,369202,4.24,10
52,Patricia,Female,34,254194,1.07,96
52,Patricia,Female,34,415255,4.98,92
52,Patricia,Female,34,61296,1.02,39
52,Patricia,Female,34,14429,1.65,43
52,Patricia,Female,34,206324,3.32,41
52,Patricia,Female,34,109379,4.3,28
52,Patricia,Female,34,39776,3.69,7
52,Patricia,Female,34,32276,1.66,1
52,Patricia,Female,34,352695,1.7,86
52,Patricia,Female,34,48612,4.46,57
52,Patricia,Female,34,56400,3.54,96
52,Patricia,Female,34,70955,2.68,55
52,Patricia,Female,34,113332,3.81,89
52,Patricia,Female,34,122843,3.62,2
52,Patricia,Female,34,92950,2.29,71
52,Patricia,Female,34,35057,4.36,98
52,Patricia,Female,34,183859,4.48,68
52,Patricia,Female,34,82525,4.24,88
52,Patricia,Female,34,60173,2.68,1
52,Patricia,Female,34,344560,2.43,87
52,Patricia,Female,34,78383,2.52,80
52,Patricia,Female,34,11951,3.12,83
52,Patricia,Female,34,12480,2.64,73
52,Patricia,Female,34,36540,4.06,76
52,Patricia,Female,34,18040,1.63,29
52,Patricia,Female,34,127471,1.89,42
52,Patricia,Female,34,394385,1.34,1
52,Patricia,Female,34,330430,1.91,78
52,Patricia,Female,34,80918,2.09,53
53,Jennifer,Female,52,393732,1.74,73
53,Jennifer,Female,52,30106,1.52,54
53,Jennifer,Female,52,56272,2.06,51
53,Jennifer,Female,52,91138,3.53,93
53,Jennifer,Female,52,39084,3.24,94
53,Jennifer,Female,52,38922,1.43,17
53,Jennifer,Female,52,236655,4.41,57
53,Jennifer,Female,52,50789,4.53,2
53,Jennifer,Female,52,453062,1.88,97
53,Jennifer,Female,52,15716,4.39,74
53,Jennifer,Female,52,8836,2.37,90
53,Jennifer,Female,52,109380,2.95,4
53,Jennifer,Female,52,207263,2.37,72
53,Jennifer,Female,52,334524,4.51,2
53,Jennifer,Female,52,326591,4.38,36
53,Jennifer,Female,52,379387,4.65,47
53,Jennifer,Female,52,171908,2.78,4
53,Jennifer,Female,52,218425,3.42,72
53,Jennifer,Female,52,241058,2.3,100
53,Jennifer,Female,52,94331,4.42,7
53,Jennifer,Female,52,37943,4.53,4
53,Jennifer,Female,52,40798,3.3,1
53,Jennifer,Female,52,42618,2.21,70
53,Jennifer,Female,52,11975,2.44,46
53,Jennifer,Female,52,52105,4.46,63
53,Jennifer,Female,52,21619,2.49,2
53,Jennifer,Female,52,178682,2.83,6
53,Jennifer,Female,52,83299,1.42,4
54,Linda,Female,28,9969,3.04,4
54,Linda,Female,28,157174,1.43,70
54,Linda,Female,28,149347,3.8,27
54,Linda,Female,28,65,3.37,27
54,Linda,Female,28,20352,3.0,1
54,Linda,Female,28,147722,2.27,39
54,Linda,Female,28,165404,2.28,6
54,Linda,Female,28,21927,4.18,83
54,Linda,Female,28,28912,4.73,30
54,Linda,Female,28,200823,1.36,75
54,Linda,Female,28,109408,2.24,79
54,Linda,Female,28,270469,3.94,82
54,Linda,Female,28,117751,3.24,50
54,Linda,Female,28,339339,1.63,4
54,Linda,Female,28,1114,3.74,81
54,Linda,Female,28,286402,4.89,87
54,Linda,Female,28,31023,4.64,2
54,Linda,Female,28,332665,3.37,23
54,Linda,Female,28,18596,1.99,86
55,Elizabeth,Female,58,47676,2.78,86
55,Elizabeth,Female,58,29871,1.78,42
55,Elizabeth,Female,58,262088,4.19,50
55,Elizabeth,Female,58,129139,3.67,46
55,Elizabeth,Female,58,136799,4.09,93
55,Elizabeth,Female,58,206480,1.15,64
55,Elizabeth,Female,58,190859,1.34,98
55,Elizabeth,Female,58,42501,3.61,82
55,Elizabeth,Female,58,178675,3.84,57
56,Barbara,Female,48,81895,4.17,96
56,Barbara,Female,48,43141,3.22,73
56,Barbara,Female,48,42242,4.58,2
56,Barbara,Female,48,68701,4.78,36
56,Barbara,Female,48,9490,3.27,13
56,Barbara,Female,48,257331,4.74,60
56,Barbara,Female,48,11596,3.17,58
56,Barbara,Female,48,57813,2.61,24
56,Barbara,Female,48,202973,2.35,92
56,Barbara,Female,48,18917,2.03,39
56,Barbara,Female,48,32708,1.78,13
56,Barbara,Female,48,18203,1.31,88
56,Barbara,Female,48,39915,4.36,10
56,Barbara,Female,48,179966,3.87,49
56,Barbara,Female,48,14258,4.49,43
56,Barbara,Female,48,23996,3.59,64
56,Barbara,Female,48,51649,1.99,24
56,Barbara,Female,48,71714,3.58,67
56,Barbara,Female,48,17172,4.32,96
56,Barbara,Female,48,245597,2.72,18
56,Barbara,Female,48,10560,3.89,39
56,Barbara,Female,48,289097,1.24,83
56,Barbara,Female,48,35292,1.2,68
57,Susan,Female,62,83481,2.89,41
57,Susan,Female,62,249882,1.25,44
57,Susan,Female,62,29437,2.94,77
57,Susan,Female,62,53456,4.8,90
57,Susan,Female,62,159154,2.93,86
57,Susan,Female,62,312791,1.37,51
57,Susan,Female,62,35861,4.6,63
57,Susan,Female,62,168643,1.9,87
57,Susan,Female,62,48395,1.73,58
57,Susan,Female,62,117023,4.73,68
57,Susan,Female,62,128270,2.44,41
57,Susan,Female,62,119593,1.93,77
57,Susan,Female,62,36679,1.72,98
57,Susan,Female,62,123787,4.2,47
57,Susan,Female,62,93840,2.02,50
57,Susan,Female,62,26225,3.32,79
57,Susan,Female,62,137776,2.2,80
57,Susan,Female,62,1677,4.66,87
57,Susan,Female,62,347666,1.68,60
57,Susan,Female,62,11613,2.23,100
57,Susan,Female,62,409160,1.42,97
57,Susan,Female,62,410212,2.46,30
57,Susan,Female,62,72611,2.12,41
57,Susan,Female,62,8487,1.43,34
57,Susan,Female,62,29611,1.99,87
57,Susan,Female,62,211928,1.59,81
57,Susan,Female,62,57106,4.63,83
57,Susan,Female,62,80122,1.38,94
57,Susan,Female,62,115124,2.94,27
57,Susan,Female,62,89453,1.16,70
57,Susan,Female,62,256102,1.68,89
57,Susan,Female,62,3635,4.42,87
57,Susan,Female,62,17899,2.27,59
57,Susan,Female,62,145899,2.97,61
57,Susan,Female,62,19905,4.3,32
57,Susan,Female,62,237811,1.89,83
57,Susan,Female,62,60002,3.04,96
57,Susan,Female,62,213648,4.79,61
57,Susan,Female,62,324277,3.76,77
57,Susan,Female,62,1496,4.22,34
57,Susan,Female,62,73984,2.68,94
57,Susan,Female,62,78402,4.48,77
57,Susan,Female,62,45840,1.35,73
57,Susan,Female,62,10910,3.41,100
57,Susan,Female,62,81435,3.36,1
57,Susan,Female,62,330947,3.01,100
57,Susan,Female,62,106194,4.37,10
57,Susan,Female,62,17894,3.67,27
57,Susan,Female,62,50340,2.48,2
58,Jessica,Female,30,39283,3.21,73
58,Jessica,Female,30,25441,1.16,6
58,Jessica,Female,30,99642,1.41,60
58,Jessica,Female,30,203739,2.78,47
58,Jessica,Female,30,125021,1.98,10
58,Jessica,Female,30,31432,3.78,8
59,Sarah,Female,64,40059,1.49,92
59,Sarah,Female,64,70027,3.34,94
59,Sarah,Female,64,339161,2.77,68
59,Sarah,Female,64,4148,4.08,7
59,Sarah,Female,64,383785,1.08,8
59,Sarah,Female,64,84540,2.22,82
59,Sarah,Female,64,71940,4.84,25
59,Sarah,Female,64,337412,1.0,41
59,Sarah,Female,64,42034,3.63,81
59,Sarah,Female,64,185354,1.14,14
59,Sarah,Female,64,62981,4.03,30
59,Sarah,Female,64,984,1.51,41
59,Sarah,Female,64,2302,1.57,70
59,Sarah,Female,64,28068,2.83,2
59,Sarah,Female,64,251232,3.09,87
59,Sarah,Female,64,12627,2.1,14
59,Sarah,Female,64,267188,4.31,41
59,Sarah,Female,64,77165,2.84,52
59,Sarah,Female,64,26133,4.5,53
59,Sarah,Female,64,238749,2.61,36
59,Sarah,Female,64,22901,2.12,95
